"","Coopac","NombreCoopac","IdProceso","InicioProceso","FinProceso","Tramo","NroErrores","PeriodoInicial","PeriodoFinal"
"1","01172","SAN MARTÍN DE PORRES",1828373,"vie. Nov. 27 10:18:06 2020","vie. Nov. 27 10:24:44 2020","201901:201912",13,"201901","201912"
