"","Coopac","NombreCoopac","IdProceso","InicioProceso","FinProceso","Tramo","NroErrores","PeriodoInicial","PeriodoFinal"
"1","01172","SAN MARTÍN DE PORRES",473920,"mar. Dic. 01 03:01:53 2020","mar. Dic. 01 03:07:55 2020","201901:201912",13,"201901","201912"
