"","Coopac","NombreCoopac","IdProceso","InicioProceso","FinProceso","Tramo","NroErrores","PeriodoInicial","PeriodoFinal"
"1","01172","SAN MARTÍN DE PORRES",986912,"lun. Nov. 30 12:11:18 2020","lun. Nov. 30 12:17:20 2020","201901:201912",13,"201901","201912"
